year,movie_name,release_date,opening_day,opening_weekend,week_1,lifetime_collection
2012,Kamaal Dhamaal Malamaal,28 Sep 2012,1.19 Cr,6.36 Cr,5.54 Cr,5.87 Cr
2012,Heroine,21 Sep 2012,7.50 Cr,25.00 Cr,37.10 Cr,43.45 Cr
2012,The Lost Tape,14 Sep 2012,0 CrN.A,0 CrN.A,0 CrN.A,0.08 Cr
2012,Qayamat Hi Qayamat,14 Sep 2012,N.A. Cr,N.A. Cr,0.36 Cr,0.49 Cr
2012,Barfi!,14 Sep 2012,9.20 Cr,34.60 Cr,58.60 Cr,112.15 Cr
2012,Jeena Hai Toh Thok Daal,14 Sep 2012,N.A. Cr,N.A. Cr,0.01 Cr,0.36 Cr
2012,Riwayat,07 Sep 2012,N.A. Cr,N.A. Cr,N.A. Cr,0.01 Cr
2012,Raaz 3,07 Sep 2012,10.47 Cr,36.02 Cr,55.25 Cr,70.07 Cr
2012,Chal Pichchur Banate Hain,07 Sep 2012,N.A. Cr,N.A. Cr,0.06 Cr,0.07 Cr
2012,Jalpari,31 Aug 2012,N.A. Cr,N.A. Cr,0.03 Cr,0.04 Cr
2012,From Sydney With Love,31 Aug 2012,N.A. Cr,N.A. Cr,0.08 Cr,0.13 Cr
2012,Joker,31 Aug 2012,5.00 Cr,15.75 Cr,21.00 Cr,22.51 Cr
2012,I M 24,31 Aug 2012,0 CrN.A,0 CrN.A,0.15 Cr,0.18 Cr
2012,Shirin Farhad Ki Toh Nikal Padi,24 Aug 2012,1.60 Cr,6.40 Cr,9.65 Cr,11.25 Cr
2012,Ek Tha Tiger,15 Aug 2012,32.93 Cr,100.16 Cr,154.21 Cr,198.78 Cr
2012,Second Marriage Dot Com,10 Aug 2012,N.A. Cr,N.A. Cr,0.03 Cr,0.05 Cr
2012,5 Ghantey Mien 5 Crore,10 Aug 2012,0 CrN.A,0 CrN.A,0 CrN.A,0.01 Cr
2012,Overtime,10 Aug 2012,0 CrN.A,0 CrN.A,0 CrN.A,0.01 Cr
2012,Gangs Of Wasseypur 2,08 Aug 2012,N.A. Cr,15.44 Cr,17.80 Cr,22.04 Cr
2012,Krishna Aur Kans,03 Aug 2012,0 CrN.A,0 CrN.A,0.50 Cr,0.86 Cr
2012,Jism – 2,03 Aug 2012,7.46 Cr,20.90 Cr,29.91 Cr,30.59 Cr
2012,Yeh Jo Mohabbat Hai,03 Aug 2012,N.A. Cr,N.A. Cr,0.22 Cr,0.26 Cr
2012,Harud,27 Jul 2012,N.A. Cr,N.A. Cr,0.02 Cr,0.02 Cr
2012,Siyaah..,27 Jul 2012,0 CrN.A,0 CrN.A,0.05 Cr,0.05 Cr
2012,Aalaap,27 Jul 2012,0 CrN.A,0 CrN.A,0.07 Cr,0.08 Cr
2012,Kyaa Super Kool Hain Hum,27 Jul 2012,7.12 Cr,23.06 Cr,35.50 Cr,45.14 Cr
2012,Challo Driver,20 Jul 2012,N.A. Cr,N.A. Cr,0.05 Cr,0.06 Cr
2012,Gattu,20 Jul 2012,N.A. Cr,N.A. Cr,N.A. Cr,0.23 Cr
2012,Mere Dost Picture Abhi Baki Hai,20 Jul 2012,0 CrN.A,0 CrN.A,0.10 Cr,0.14 Cr
2012,Cocktail,13 Jul 2012,11.00 Cr,36.00 Cr,54.00 Cr,71.00 Cr
2012,3 Bachelors,06 Jul 2012,N.A. Cr,N.A. Cr,0.15 Cr,0.17 Cr
2012,Bol Bachchan,06 Jul 2012,12.10 Cr,43.10 Cr,66.72 Cr,102.94 Cr
2012,Supermen of Malegaon,29 Jun 2012,N.A. Cr,N.A. Cr,0.03 Cr,0.04 Cr
2012,Daal Mein Kuch Kaala Hai!,29 Jun 2012,0 CrN.A,0 CrN.A,0.09 Cr,0.10 Cr
2012,Maximum,29 Jun 2012,N.A. Cr,2.00 Cr,2.55 Cr,2.58 Cr
2012,The Amazing Spider – Man,29 Jun 2012,0 CrN.A,0 CrN.A,0 CrN.A,57.75 Cr
2012,Vidhata – Tere Khel Hain Nirale,25 Jun 2012,N.A. Cr,N.A. Cr,N.A. Cr,0.01 Cr
2012,Gangs Of Wasseypur,22 Jun 2012,3.03 Cr,10.63 Cr,17.70 Cr,25.25 Cr
2012,Teri Meri Kahaani,22 Jun 2012,5.25 Cr,16.75 Cr,23.00 Cr,25.75 Cr
2012,Qasam Se Qasam Se,15 Jun 2012,0 CrN.A,0 CrN.A,0.22 Cr,0.27 Cr
2012,Ferrari Ki Sawaari,15 Jun 2012,3.04 Cr,13.91 Cr,20.96 Cr,28.10 Cr
2012,Chakradhaar,15 Jun 2012,N.A. Cr,N.A. Cr,0.27 Cr,0.49 Cr
2012,Shanghai,08 Jun 2012,3.35 Cr,12.10 Cr,17.50 Cr,19.73 Cr
2012,Rowdy Rathore,01 Jun 2012,15.10 Cr,48.30 Cr,79.52 Cr,133.25 Cr
2012,Arjun – The Warrior Prince,25 May 2012,0 CrN.A,1.10 Cr,1.36 Cr,1.52 Cr
2012,Chutki Bajaa Ke,25 May 2012,N.A. Cr,N.A. Cr,N.A. Cr,0.01 Cr
2012,Yeh Khula Aasmaan,25 May 2012,N.A. Cr,N.A. Cr,0.23 Cr,0.29 Cr
2012,Rakhtbeej,25 May 2012,0 CrN.A,0 CrN.A,0.14 Cr,0.27 Cr
2012,Love Recipe,25 May 2012,N.A. Cr,N.A. Cr,N.A. Cr,0.15 Cr
2012,MLA,25 May 2012,N.A. Cr,N.A. Cr,0.05 Cr,0.07 Cr
2012,"Love, Wrinkle-free",25 May 2012,N.A. Cr,N.A. Cr,0.06 Cr,0.09 Cr
2012,Mr. Bhatti On Chutti,18 May 2012,N.A. Cr,N.A. Cr,0.01 Cr,0.01 Cr
2012,Department,18 May 2012,0 CrN.A,8.25 Cr,11.80 Cr,11.79 Cr
2012,Dangerous Ishhq,11 May 2012,1.10 Cr,3.35 Cr,6.30 Cr,6.30 Cr
2012,The Forest,11 May 2012,N.A. Cr,N.A. Cr,0.02 Cr,0.11 Cr
2012,Ishaqzaade,11 May 2012,4.54 Cr,15.91 Cr,25.73 Cr,45.73 Cr
2012,Love Lies & Seeta,04 May 2012,N.A. Cr,N.A. Cr,N.A. Cr,N.A. Cr
2012,Jannat 2,04 May 2012,8.52 Cr,24.03 Cr,35.55 Cr,42.50 Cr
2012,Fatso,04 May 2012,N.A. Cr,N.A. Cr,0.13 Cr,0.15 Cr
2012,Tezz,27 Apr 2012,3.50 Cr,11.08 Cr,14.90 Cr,15.42 Cr
2012,Life Ki Toh Lag Gayi,27 Apr 2012,0 CrN.A,0 CrN.A,0.27 Cr,0.32 Cr
2012,Vicky Donor,20 Apr 2012,1.80 Cr,7.40 Cr,12.50 Cr,35.50 Cr
2012,Hate Story,20 Apr 2012,2.10 Cr,6.60 Cr,11.00 Cr,13.55 Cr
2012,Bittoo Boss,13 Apr 2012,0.40 Cr,1.30 Cr,1.90 Cr,2.12 Cr
2012,Ab Hoga Dharna Unlimited,13 Apr 2012,N.A. Cr,N.A. Cr,N.A. Cr,0.04 Cr
2012,Chhodo Kal Ki Baatein,12 Apr 2012,0 CrN.A,0 CrN.A,0.04 Cr,0.12 Cr
2012,Key Club,06 Apr 2012,N.A. Cr,N.A. Cr,0.01 Cr,0.94 Cr
2012,Housefull 2,06 Apr 2012,14.00 Cr,42.50 Cr,64.00 Cr,106.00 Cr
2012,Bumboo,30 Mar 2012,N.A. Cr,N.A. Cr,0.35 Cr,0.39 Cr
2012,Blood Money,30 Mar 2012,1.84 Cr,5.69 Cr,9.00 Cr,9.05 Cr
2012,Jhansi Ki Rani,30 Mar 2012,N.A. Cr,N.A. Cr,0.00 Cr,0.05 Cr
2012,Agent Vinod,23 Mar 2012,9.80 Cr,30.15 Cr,38.65 Cr,43.29 Cr
2012,Chaurahen-Crossroads,16 Mar 2012,0 CrN.A,0 CrN.A,0.01 Cr,0.01 Cr
2012,Zindagi Tere Naam,16 Mar 2012,N.A. Cr,N.A. Cr,0.03 Cr,0.04 Cr
2012,Chaar Din Ki Chandni,09 Mar 2012,N.A. Cr,3.69 Cr,5.06 Cr,6.09 Cr
2012,Kahaani,09 Mar 2012,2.95 Cr,13.83 Cr,24.15 Cr,51.55 Cr
2012,Diary of a Butterfly,02 Mar 2012,0 CrN.A,0 CrN.A,0.05 Cr,0.06 Cr
2012,Paan Singh Tomar,02 Mar 2012,0.85 Cr,4.25 Cr,7.54 Cr,12.00 Cr
2012,Will You Marry Me?,02 Mar 2012,N.A. Cr,N.A. Cr,0.31 Cr,0.32 Cr
2012,London Paris New York,02 Mar 2012,1.06 Cr,4.07 Cr,6.12 Cr,6.44 Cr
2012,Tere Naal Love Ho Gaya,24 Feb 2012,1.90 Cr,7.80 Cr,13.00 Cr,20.08 Cr
2012,Jodi Breakers,24 Feb 2012,1.50 Cr,6.00 Cr,8.50 Cr,9.43 Cr
2012,?,17 Feb 2012,N.A. Cr,N.A. Cr,0.27 Cr,0.31 Cr
2012,Ekk Deewana Tha,17 Feb 2012,1.03 Cr,3.56 Cr,5.94 Cr,5.97 Cr
2012,Ek Main Aur Ekk Tu,10 Feb 2012,5.25 Cr,21.25 Cr,32.75 Cr,39.75 Cr
2012,Valentine’s Night,10 Feb 2012,N.A. Cr,N.A. Cr,0.03 Cr,0.04 Cr
2012,Gali Gali Chor Hai,03 Feb 2012,N.A. Cr,3.25 Cr,4.38 Cr,4.83 Cr
2012,Love You To Death,03 Feb 2012,N.A. Cr,N.A. Cr,0.03 Cr,0.06 Cr
2012,Agneepath,26 Jan 2012,23.00 Cr,67.50 Cr,91.05 Cr,115.00 Cr
2012,Phir Aik Sazish,20 Jan 2012,N.A. Cr,N.A. Cr,0.03 Cr,0.04 Cr
2012,Chaalis Chauraasi,13 Jan 2012,N.A. Cr,N.A. Cr,2.00 Cr,2.58 Cr
2012,Sadda Adda,13 Jan 2012,0 CrN.A,0 CrN.A,0.30 Cr,0.34 Cr
2012,Ghost,13 Jan 2012,N.A. Cr,N.A. Cr,6.74 Cr,7.93 Cr
2012,Tutiya Dil,13 Jan 2012,0 CrN.A,0 CrN.A,0.09 Cr,0.09 Cr
2012,Players,06 Jan 2012,4.70 Cr,15.05 Cr,21.75 Cr,28.93 Cr
2012,Malegaon Ka Spiderman,30 Nov 2011,N.A. Cr,N.A. Cr,0.03 Cr,0.04 Cr
2013,Bhadaas,27 Dec 2013,0 CrN.A,0 CrN.A,0.09 Cr,0.10 Cr
2013,Mahabharat,27 Dec 2013,0 CrN.A,0 CrN.A,1.29 Cr,1.36 Cr
2013,Dhoom 3,20 Dec 2013,36.22 Cr,107.61 Cr,188.99 Cr,284.27 Cr
2013,Jackpot,13 Dec 2013,1.25 Cr,3.0 Cr,4.97 Cr,5.23 Cr
2013,What The Fish,13 Dec 2013,0.1 Cr,0.4 Cr,0.61 Cr,0.65 Cr
2013,Tu Bewafa Hai,06 Dec 2013,N.A. Cr,N.A. Cr,0.01 Cr,0.01 Cr
2013,Club 60,06 Dec 2013,N.A. Cr,N.A. Cr,0.32 Cr,0.42 Cr
2013,R… Rajkumar,06 Dec 2013,10.20 Cr,30.59 Cr,47.05 Cr,66.1 Cr
2013,Bullett Raja,29 Nov 2013,7.5 Cr,23.3 Cr,34.91 Cr,36.24 Cr
2013,Gori Tere Pyaar Mein!,22 Nov 2013,2.75 Cr,9.50 Cr,12.15 Cr,16.32 Cr
2013,Singh Saab The Great,22 Nov 2013,6.0 Cr,18.5 Cr,25 Cr,26.66 Cr
2013,Goliyon Ki Raasleela Ram-leela,15 Nov 2013,16.00 Cr,52.75 Cr,82.15 Cr,116.33 Cr
2013,Rajjo,15 Nov 2013,0.3 Cr,0 CrN.A,1.51 Cr,1.73 Cr
2013,Huff! – It’s Too Much,08 Nov 2013,N.A. Cr,N.A. Cr,N.A. Cr,0.02 Cr
2013,Satya 2,08 Nov 2013,0.45 Cr,1.2 Cr,1.88 Cr,1.98 Cr
2013,Krrish 3,01 Nov 2013,25.50 Cr,72.8 Cr,166.52 Cr,244.92 Cr
2013,Ishk Actually,25 Oct 2013,0.08 Cr,0 CrN.A,0.32 Cr,0.34 Cr
2013,Wake Up India,25 Oct 2013,N.A. Cr,N.A. Cr,0.036 Cr,0.037 Cr
2013,Amdavad Junction,25 Oct 2013,N.A. Cr,N.A. Cr,0.038 Cr,0.039 Cr
2013,Sooper Se Ooper,25 Oct 2013,0.03 Cr,0 CrN.A,0.057 Cr,0.057 Cr
2013,Mickey Virus,25 Oct 2013,1.35 Cr,4.75 Cr,7.1 Cr,7.66 Cr
2013,Dilli Gang,25 Oct 2013,N.A. Cr,N.A. Cr,0.058 Cr,0.065 Cr
2013,Shahid,18 Oct 2013,0.45 Cr,2.05 Cr,3.15 Cr,3.607 Cr
2013,Boss,16 Oct 2013,12.75 Cr,40.75 Cr,45.55 Cr,54.15 Cr
2013,War Chhod Na Yaar,11 Oct 2013,1.3 Cr,0 CrN.A,6.75 Cr,6.75 Cr
2013,Baat Bann Gayi,11 Oct 2013,N.A. Cr,N.A. Cr,0.11 Cr,0.15 Cr
2013,Paapi – Ek Satya Katha,11 Oct 2013,N.A Cr,N.A Cr,0 CrN.A,0.05 Cr
2013,Besharam,02 Oct 2013,21.56 Cr,47.69 Cr,52.10 Cr,59.79 Cr
2013,Raqt – Ek Rishta,27 Sep 2013,0 CrN.A,0 CrN.A,0.14 Cr,0.24 Cr
2013,Super Model,27 Sep 2013,0 CrN.A,0 CrN.A,0.59 Cr,1.12 Cr
2013,Maazii,27 Sep 2013,0 CrN.A,0 CrN.A,0.10 Cr,0.13 Cr
2013,Warning,27 Sep 2013,0.75 Cr,2.50 Cr,3.38 Cr,3.63 Cr
2013,Prague,27 Sep 2013,0 CrN.A,0 CrN.A,0.07 Cr,0.07 Cr
2013,The Lunchbox,20 Sep 2013,1.25 Cr,7.10 Cr,11.62 Cr,20.19 Cr
2013,Phata Poster Nikhla Hero,20 Sep 2013,6 Cr,21.25 Cr,31.5 Cr,36.53 Cr
2013,Horror Story,13 Sep 2013,0.79 Cr,2.86 Cr,4.94 Cr,4.94 Cr
2013,John Day,13 Sep 2013,0.45 Cr,1.50 Cr,0 CrN.A,1.59 Cr
2013,Grand Masti,13 Sep 2013,12.51 Cr,40.18 Cr,67.40 Cr,102 Cr
2013,Shuddh Desi Romance,06 Sep 2013,6.45 Cr,23.27 Cr,36.58 Cr,46.60 Cr
2013,Zanjeer,06 Sep 2013,3.58 Cr,10.16 Cr,15.19 Cr,15.19 Cr
2013,Satyagraha,30 Aug 2013,11.21 Cr,39.12 Cr,55.43 Cr,63.74 Cr
2013,The Light: Swami Vivekananda,23 Aug 2013,N.A. Cr,N.A. Cr,0.06 Cr,0.14 Cr
2013,Madras Cafe,23 Aug 2013,5.23 Cr,21.01 Cr,33.81 Cr,42.67 Cr
2013,Ooops a Desi,23 Aug 2013,0 CrN.A,0 CrN.A,0 CrN.A,0.01 Cr
2013,Once Upon Ay Time In Mumbai Dobaara!,15 Aug 2013,11.25 Cr,40 Cr,53 Cr,61 Cr
2013,Bas Ek Tamanna,09 Aug 2013,N.A. Cr,N.A. Cr,N.A. Cr,0.016 Cr
2013,Chennai Express,09 Aug 2013,33.12 Cr,100.42 Cr,156.70 Cr,227.13 Cr
2013,My Husband’s Wife,09 Aug 2013,0 CrN.A,0 CrN.A,0 CrN.A,0.026 Cr
2013,Rabba Main Kya Karoon,02 Aug 2013,0.18 Cr,0.78 Cr,1.09 Cr,1.09 Cr
2013,B.A. Pass,02 Aug 2013,1 Cr,4 Cr,5.9 Cr,8.4 Cr
2013,Calapor,02 Aug 2013,N.A. Cr,N.A. Cr,0.05 Cr,0.05 Cr
2013,Chor Chor Super Chor,02 Aug 2013,N.A. Cr,N.A. Cr,0.07 Cr,0.07 Cr
2013,Issaq,26 Jul 2013,0.78 Cr,2.5 Cr,4 Cr,4 Cr
2013,Luv U Soniyo,26 Jul 2013,0.4 Cr,2.1 Cr,2.7 Cr,2.7 Cr
2013,Nasha,26 Jul 2013,0.74 Cr,3.2 Cr,3.5 Cr,3.86 Cr
2013,Bajatey Raho,26 Jul 2013,1.2 Cr,4.25 Cr,6.3 Cr,6.37 Cr
2013,Ramaiya Vastavaiya,19 Jul 2013,4.10 Cr,15.30 Cr,26.85 Cr,36.3 Cr
2013,Ship Of Theseus,19 Jul 2013,0.05 Cr,0.25 Cr,0.48 Cr,0.48 Cr
2013,D-Day,19 Jul 2013,2.94 Cr,13.69 Cr,24 Cr,24 Cr
2013,Shorts,12 Jul 2013,N.A. Cr,N.A. Cr,0.04 Cr,0.04 Cr
2013,Sixteen,12 Jul 2013,N.A. Cr,N.A. Cr,1.24 Cr,1.44 Cr
2013,Bhaag Milkha Bhaag,12 Jul 2013,8.65 Cr,32.3 Cr,52.44 Cr,108.93 Cr
2013,Tara – The Journey of Love & Passion,12 Jul 2013,N.A. Cr,N.A. Cr,0.02 Cr,0.024 Cr
2013,Lootera,05 Jul 2013,5.15 Cr,19 Cr,27.3 Cr,29 Cr
2013,Policegiri,05 Jul 2013,3.25 Cr,8.9 Cr,13.67 Cr,16.81 Cr
2013,Ghanchakkar,28 Jun 2013,7.2 Cr,22.30 Cr,31.60 Cr,34 Cr
2013,Raanjhanaa,21 Jun 2013,5.12 Cr,20.08 Cr,33.93 Cr,60.35 Cr
2013,Enemmy – Law And Disorder,21 Jun 2013,0.35 Cr,0 CrN.A,1.5 Cr,1.71 Cr
2013,Shortcut Romeo,21 Jun 2013,0.25 Cr,0 CrN.A,2.25 Cr,2.58 Cr
2013,The Dirty Relation,14 Jun 2013,N.A. Cr,N.A. Cr,N.A. Cr,0.025 Cr
2013,Fukrey,14 Jun 2013,2.62 Cr,9.82 Cr,18.42 Cr,36.5 Cr
2013,Ankur Arora Murder Case,14 Jun 2013,0.12 Cr,1.05 Cr,0 CrN.A,1.05 Cr
2013,Lakeer Ka Fakeer,14 Jun 2013,0 CrN.A,0 CrN.A,0 CrN.A,0.02 Cr
2013,Yamla Pagla Deewana 2,07 Jun 2013,7.5 Cr,22.5 Cr,32 Cr,36.7 Cr
2013,Yeh Jawaani Hai Deewani,31 May 2013,19.45 Cr,62.11 Cr,107.61 Cr,188.57 Cr
2013,Hum Hai Raahi CAR Ke,24 May 2013,0 CrN.A,0.5 Cr,0.69 Cr,0.72 Cr
2013,Zindagi 50-50,24 May 2013,0 CrN.A,0 CrN.A,0.26 Cr,0.38 Cr
2013,Ishkq In Paris,24 May 2013,N.A. Cr,1.25 Cr,1.84 Cr,1.87 Cr
2013,Aurangzeb,17 May 2013,3.92 Cr,12.86 Cr,19.6 Cr,22.35 Cr
2013,Beehad – The Ravines,17 May 2013,N.A. Cr,N.A. Cr,N.A. Cr,0.24 Cr
2013,I Don’t Luv U,17 May 2013,N.A. Cr,N.A. Cr,0.34 Cr,0.45 Cr
2013,Four Two Ka One,10 May 2013,0 CrN.A,0 CrN.A,0.03 Cr,0.03 Cr
2013,Go Goa Gone,10 May 2013,3.75 Cr,12.9 Cr,19.92 Cr,25.16 Cr
2013,Gippi,10 May 2013,0.75 Cr,3 Cr,4.5 Cr,4.5 Cr
2013,Shootout At Wadala,03 May 2013,10.1 Cr,30.7 Cr,46 Cr,60.18 Cr
2013,Bin Phere Free Me Ttere,03 May 2013,N.A. Cr,N.A. Cr,0.03 Cr,0.03 Cr
2013,Chhota Bheem and the throne of Bali,03 May 2013,N.A. Cr,N.A. Cr,2.3 Cr,4.33 Cr
2013,Bombay Talkies,03 May 2013,1.3 Cr,5.05 Cr,7.5 Cr,8.49 Cr
2013,Life Mein Hungama Hai,26 Apr 2013,N.A. Cr,N.A. Cr,0.05 Cr,0.05 Cr
2013,Chehra,26 Apr 2013,N.A. Cr,N.A. Cr,0.02 Cr,0.038 Cr
2013,Mai To Hu Hi Ulta,26 Apr 2013,N.A. Cr,N.A. Cr,N.A. Cr,N.A. Cr
2013,Shree,26 Apr 2013,N.A. Cr,N.A. Cr,0.32 Cr,0.32 Cr
2013,Aashiqui 2,26 Apr 2013,6.25 Cr,20.50 Cr,38.4 Cr,78.42 Cr
2013,Ek Thi Daayan,19 Apr 2013,6.24 Cr,18.07 Cr,25.8 Cr,25.8 Cr
2013,Murder Plan,19 Apr 2013,N.A. Cr,N.A. Cr,N.A. Cr,0.013 Cr
2013,The World of Fashion,19 Apr 2013,N.A. Cr,N.A. Cr,N.A. Cr,0.015 Cr
2013,2 Little Indians,19 Apr 2013,N.A. Cr,N.A. Cr,N.A. Cr,0.021 Cr
2013,Nautanki Saala!,12 Apr 2013,3.25 Cr,13.25 Cr,19 Cr,21.7 Cr
2013,Commando – A One Man Army,12 Apr 2013,3.69 Cr,11.18 Cr,17.5 Cr,21.47 Cr
2013,Rise Of The Zombie,05 Apr 2013,0 CrN.A,0 CrN.A,0 CrN.A,0.31 Cr
2013,Chashme Baddoor,05 Apr 2013,5.18 Cr,19.20 Cr,30 Cr,41.68 Cr
2013,Himmatwala,29 Mar 2013,12.1 Cr,31.1 Cr,0 CrN.A,47.45 Cr
2013,Sona Spa,22 Mar 2013,N.A. Cr,N.A. Cr,0.23 Cr,0.23 Cr
2013,Aatma,22 Mar 2013,N.A. Cr,N.A. Cr,N.A. Cr,8.78 Cr
2013,Rangrezz,21 Mar 2013,1 Cr,4 Cr,6 Cr,6.37 Cr
2013,Mere Dad Ki Maruti,15 Mar 2013,1.03 Cr,4.59 Cr,8.09 Cr,12.54 Cr
2013,Jolly LLB,15 Mar 2013,3.12 Cr,12.51 Cr,19.52 Cr,32.71 Cr
2013,3G,15 Mar 2013,1.1 Cr,3.62 Cr,5.82 Cr,5.91 Cr
2013,Saare Jahaan Se Mehnga,08 Mar 2013,0 CrN.A,0 CrN.A,0.73 Cr,0.84 Cr
2013,Saheb Biwi Aur Gangster Returns,08 Mar 2013,3.5 Cr,12.75 Cr,18.25 Cr,21.95 Cr
2013,The Attacks Of 26/11,01 Mar 2013,1.45 Cr,5.5 Cr,8 Cr,13.6 Cr
2013,"I, Me Aur Main",01 Mar 2013,N.A. Cr,5.4 Cr,7.9 Cr,8.75 Cr
2013,Bloody Isshq,01 Mar 2013,N.A. Cr,N.A. Cr,0.06 Cr,0.07 Cr
2013,Zila Ghaziabad,22 Feb 2013,3.5 Cr,10 Cr,16 Cr,16 Cr
2013,Kai Po Che!,22 Feb 2013,4.5 Cr,18.1 Cr,29.5 Cr,49.67 Cr
2013,Jayanta Bhai Ki Luv Story,15 Feb 2013,0.5 Cr,2.50 Cr,0 CrN.A,4 Cr
2013,Murder 3,15 Feb 2013,4.52 Cr,13.31 Cr,20.95 Cr,22.88 Cr
2013,Special 26,08 Feb 2013,7 Cr,27 Cr,44 Cr,66.8 Cr
2013,ABCD – Any Body Can Dance,08 Feb 2013,5.5 Cr,19.5 Cr,32.2 Cr,45.5 Cr
2013,David,01 Feb 2013,0.69 Cr,2.41 Cr,3.75 Cr,3.75 Cr
2013,Deewana Main Deewana,01 Feb 2013,0 CrN.A,0 CrN.A,0.06 Cr,0.12 Cr
2013,Mai…,01 Feb 2013,0 CrN.A,0 CrN.A,0.08 Cr,0.08 Cr
2013,Listen… Amaya,01 Feb 2013,N.A. Cr,N.A. Cr,0.07 Cr,0.07 Cr
2013,Vishwaroop,01 Feb 2013,1.89 Cr,7.56 Cr,0 CrN.A,11.5 Cr
2013,Race 2,25 Jan 2013,15.12 Cr,51.35 Cr,76.1 Cr,100.45 Cr
2013,AkaashVani,25 Jan 2013,0 CrN.A,0 CrN.A,1.92 Cr,2.11 Cr
2013,Main Krishna Hoon,25 Jan 2013,0 CrN.A,0 CrN.A,0.29 Cr,0.29 Cr
2013,Inkaar,18 Jan 2013,1.75 Cr,6.35 Cr,9.5 Cr,9.5 Cr
2013,Bandook,18 Jan 2013,N.A. Cr,N.A. Cr,0.08 Cr,0.096 Cr
2013,Mumbai Mirror,18 Jan 2013,N.A. Cr,N.A. Cr,1.57 Cr,1.83 Cr
2013,Matru Ki Bijlee Ka Mandola,11 Jan 2013,7.02 Cr,22.42 Cr,33.17 Cr,41 Cr
2013,Gangoobai,11 Jan 2013,N.A. Cr,N.A. Cr,N.A. Cr,0.01 Cr
2013,Pyaar Mein Aisa Hota Hai,11 Jan 2013,N.A. Cr,N.A. Cr,N.A. Cr,0.01 Cr
2013,Rajdhani Express,04 Jan 2013,N.A. Cr,N.A. Cr,0.33 Cr,0.35 Cr
2013,Dekha Jo Pehli Baar,04 Jan 2013,N.A. Cr,N.A. Cr,N.A. Cr,N.A. Cr
2013,Meri Shadi Karao,04 Jan 2013,N.A. Cr,N.A. Cr,0.06 Cr,0.06 Cr
2013,Dehraadun Diary,04 Jan 2013,N.A. Cr,N.A. Cr,0.33 Cr,0.35 Cr
2013,Table No. 21,04 Jan 2013,1.55 Cr,5.84 Cr,9.5 Cr,10.9 Cr
2014,Ugly,26 Dec 2014,0.40 Cr,1.65 Cr,3.34 Cr,6.23 Cr
2014,PK,19 Dec 2014,26.63 Cr,95.41 Cr,183.09 Cr,340.8 Cr
2014,Room – The Mystery,12 Dec 2014,0 CrN.A,0 CrN.A,0.01 Cr,0.01 Cr
2014,Life Mein Twist Hai,12 Dec 2014,0 CrN.A,0 CrN.A,0.01 Cr,0.02 Cr
2014,Main Aur Mr. Riight,12 Dec 2014,0.04 Cr,0.15 Cr,0.29 Cr,0.33 Cr
2014,LUV…..Phir Kabhie,12 Dec 2014,0 CrN.A,0 CrN.A,0.02 Cr,0.02 Cr
2014,Kaash Tum Hote,12 Dec 2014,N.A. Cr,N.A. Cr,0.02 Cr,0.05 Cr
2014,Badlapur Boys,12 Dec 2014,0.14 Cr,0.43 Cr,0.76 Cr,0.89 Cr
2014,Bhopal: A Prayer For Rain,05 Dec 2014,0 CrN.A,0 CrN.A,1.11 Cr,1.36 Cr
2014,Action Jackson,05 Dec 2014,10.25 Cr,29.25 Cr,45.16 Cr,57.78 Cr
2014,Zid,28 Nov 2014,2.82 Cr,8.68 Cr,14.08 Cr,14.08 Cr
2014,Sulemani Keeda,28 Nov 2014,0 CrN.A,0 CrN.A,0.11 Cr,0.16 Cr
2014,Zed Plus,28 Nov 2014,N.A. Cr,N.A. Cr,0.47 Cr,0.47 Cr
2014,Ungli,28 Nov 2014,3.6 Cr,12.8 Cr,19.15 Cr,19.47 Cr
2014,Darr Ke Aage Jeet Hai,21 Nov 2014,N.A Cr,N.A Cr,0.02 Cr,0.02 Cr
2014,Gollu Aur Pappu,21 Nov 2014,N.A Cr,N.A Cr,0.01 Cr,0.01 Cr
2014,The Real Dream Girl,21 Nov 2014,N.A Cr,N.A Cr,0.01 Cr,0.01 Cr
2014,Happy Ending,21 Nov 2014,3.75 Cr,13.0 Cr,19.05 Cr,19.44 Cr
2014,Titoo MBA,21 Nov 2014,N.A Cr,N.A Cr,0.10 Cr,0.10 Cr
2014,Kill Dil,14 Nov 2014,6.53 Cr,20.18 Cr,29.28 Cr,33.14 Cr
2014,Money Back Gurantee,14 Nov 2014,N.A Cr,N.A Cr,0.05 Cr,0.05 Cr
2014,6-5=2,14 Nov 2014,0.10 Cr,N.A. Cr,0.71 Cr,0.71 Cr
2014,The Shaukeens,07 Nov 2014,5.12 Cr,18.52 Cr,18.88 Cr,28.00 Cr
2014,Chaar Sahibzaade,07 Nov 2014,0 CrN.A,0 CrN.A,3.50 Cr,33.17 Cr
2014,Rang Rasiya / Colors of Passion,07 Nov 2014,0.63 Cr,2.31 Cr,3.89 Cr,4.8 Cr
2014,Super Nani,31 Oct 2014,0.50 Cr,1.42 Cr,2.52 Cr,2.61 Cr
2014,Roar – Tigers Of The Sunderbans,31 Oct 2014,1.60 Cr,5.00 Cr,7.68 Cr,8.68 Cr
2014,C.D. Kand,24 Oct 2014,N.A. Cr,N.A. Cr,0 CrN.A,0.03 Cr
